srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Madhya Pradesh,Narsingpur,2015-16,Institutional,(0.5-1.0),Marginal,18.176,0.522,18.698,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(10.0-20.0),Large,74.129,2.397,76.526,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Supaul,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(1.0-2.0),Small,46.555,1.011,47.566,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(2.0-3.0),Semi-Medium,63.118,2.429,65.547,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,20 & Above,Large,69.754,0,69.754,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(3.0-4.0),Semi-Medium,23.494,0,23.494,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Samastipur,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Samastipur,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Samastipur,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,17.359,0,17.359,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,11.068,0,11.068,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,(4.0-5.0),Medium,17.802,0,17.802,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Caste,Below 0.5,Marginal,8.787,0,8.787,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Samastipur,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Samastipur,2015-16,Scheduled Tribes,Below 0.5,Marginal,0.48,0,0.48,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(0.5-1.0),Marginal,35.838,4.858,40.696,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(1.0-2.0),Small,20.54,0,20.54,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(4.0-5.0),Medium,30.604,4.122,34.726,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(5.0-7.5),Medium,34.147,0,34.147,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,(7.5-10.0),Medium,75.883,3.148,79.031,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Institutional,Below 0.5,Marginal,5.827,0.371,6.198,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(0.5-1.0),Marginal,22450.892,612.291,23063.183,17.81,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(10.0-20.0),Large,8085.938,469.166,8555.104,71.388,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(1.0-2.0),Small,58359.544,1063.882,59423.426,101.436,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(2.0-3.0),Semi-Medium,46174.189,756.057,46930.246,49.928,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,20 & Above,Large,1207.552,511.289,1718.841,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(3.0-4.0),Semi-Medium,31917.301,655.484,32572.785,54.471,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(4.0-5.0),Medium,23506.585,466.001,23972.586,33.498,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(5.0-7.5),Medium,27294.39,740.35,28034.74,40.121,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,(7.5-10.0),Medium,11826.535,420.91,12247.445,17.352,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Others,Below 0.5,Marginal,7652.819,103.896,7756.715,6.691,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(0.5-1.0),Marginal,3683.668,109.66,3793.328,5.358,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(10.0-20.0),Large,136.054,33.444,169.498,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(1.0-2.0),Small,6433.275,158.832,6592.107,9.463,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,3113.005,112.56,3225.565,3.54,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,20 & Above,Large,30.13,0,30.13,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,1623.064,54.141,1677.205,17.415,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(4.0-5.0),Medium,1634.742,31.127,1665.869,9.487,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(5.0-7.5),Medium,695.344,29.509,724.853,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,(7.5-10.0),Medium,314.309,15.58,329.889,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(2.0-3.0),Semi-Medium,17.478,0,17.478,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(3.0-4.0),Semi-Medium,3.239,0,3.239,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(4.0-5.0),Medium,4.283,0,4.283,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(5.0-7.5),Medium,11.51,0,11.51,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,(7.5-10.0),Medium,9.223,0,9.223,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Institutional,Below 0.5,Marginal,66.441,38.088,104.529,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(0.5-1.0),Marginal,57530.556,3695.437,61225.993,700.939,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(10.0-20.0),Large,122.325,0,122.325,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(1.0-2.0),Small,16976.959,2298.705,19275.664,159.452,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(2.0-3.0),Semi-Medium,9291.859,482.638,9774.497,126.571,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(3.0-4.0),Semi-Medium,4466.901,323.999,4790.9,177.587,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(4.0-5.0),Medium,737.688,0,737.688,0.513,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Caste,Below 0.5,Marginal,1215.797,69.032,1284.829,0.625,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,3245.771,85.131,3330.902,4.891,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(10.0-20.0),Large,645.197,29.997,675.194,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Caste,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,556.75,181.818,738.568,51.796,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(10.0-20.0),Large,1179.793,56.96,1236.753,162.617,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(1.0-2.0),Small,633.355,366.471,999.826,110.179,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,2341.102,486.649,2827.751,240.165,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Ambala,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(0.5-1.0),Marginal,121.41,0,121.41,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(10.0-20.0),Large,2016.793,0,2016.793,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(1.0-2.0),Small,217.969,0,217.969,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(2.0-3.0),Semi-Medium,183.539,0,183.539,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,20 & Above,Large,5733.433,0,5733.433,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(1.0-2.0),Small,9320.329,345.537,9665.866,25.544,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,6141.391,197.171,6338.562,3.945,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,20 & Above,Large,87.132,20.73,107.862,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,3526.268,179.79,3706.058,2.919,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(4.0-5.0),Medium,2557.547,89.563,2647.11,11.165,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(5.0-7.5),Medium,2371.897,118.813,2490.71,1.55,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,(7.5-10.0),Medium,1058.051,24.578,1082.629,9.261,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Narsingpur,2015-16,Scheduled Tribes,Below 0.5,Marginal,667.124,13.828,680.952,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(0.5-1.0),Marginal,17.554,0,17.554,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(10.0-20.0),Large,49.023,0,49.023,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(5.0-7.5),Medium,444.876,0,444.876,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(3.0-4.0),Semi-Medium,95.873,0,95.873,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(4.0-5.0),Medium,175.973,0,175.973,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(5.0-7.5),Medium,630.179,0,630.179,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,(7.5-10.0),Medium,371.076,0,371.076,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Institutional,Below 0.5,Marginal,113.707,0,113.707,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(0.5-1.0),Marginal,14601.681,18.803,14620.484,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(10.0-20.0),Large,68401.62,63.288,68464.908,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,(7.5-10.0),Medium,95.759,0,95.759,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Others,Below 0.5,Marginal,96752.555,2717.697,99470.252,1099.644,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(0.5-1.0),Marginal,1992.712,58.015,2050.727,35.924,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(1.0-2.0),Small,252.903,2.618,255.521,1.36,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,48.474,0.874,49.348,1.048,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(1.0-2.0),Small,40.062,0,40.062,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(2.0-3.0),Semi-Medium,38.412,0,38.412,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,20 & Above,Large,88.75,0,88.75,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(3.0-4.0),Semi-Medium,27.969,0,27.969,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(4.0-5.0),Medium,17.071,0,17.071,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(5.0-7.5),Medium,52.609,0,52.609,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,(7.5-10.0),Medium,8.663,0,8.663,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Institutional,Below 0.5,Marginal,7.753,0,7.753,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(0.5-1.0),Marginal,20236.231,176.761,20412.992,384.679,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(10.0-20.0),Large,2877.945,178.389,3056.334,238.26,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(1.0-2.0),Small,42681.668,185.995,42867.663,1142.426,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(2.0-3.0),Semi-Medium,27207.679,139.625,27347.304,929.468,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,20 & Above,Large,417.82,599.139,1016.959,270.753,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(3.0-4.0),Semi-Medium,16195.388,200.012,16395.4,1092.749,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(4.0-5.0),Medium,10837.182,100.899,10938.081,450.445,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(5.0-7.5),Medium,12438.179,230.714,12668.893,746.886,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,(7.5-10.0),Medium,5163.965,131.082,5295.047,388.539,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(1.0-2.0),Small,35712.371,85.598,35797.969,1.257,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(2.0-3.0),Semi-Medium,37047.558,129.443,37177.001,0.591,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,20 & Above,Large,40339.694,306.219,40645.913,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(3.0-4.0),Semi-Medium,36911.389,108.57,37019.959,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(4.0-5.0),Medium,33900.351,49.497,33949.848,0.021,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(5.0-7.5),Medium,53997.314,116.497,54113.811,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,(7.5-10.0),Medium,40496.876,49.68,40546.556,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Others,Below 0.5,Marginal,8750.109,37.739,8787.848,106.513,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(0.5-1.0),Marginal,3132.733,26.189,3158.922,40.685,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(10.0-20.0),Large,11.213,0,11.213,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(1.0-2.0),Small,4094.588,57.428,4152.016,80.679,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,1500.349,9.04,1509.389,81.817,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,660.366,2.618,662.984,44.563,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,24.86,0,24.86,3.578,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(4.0-5.0),Medium,21.025,0,21.025,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(5.0-7.5),Medium,5.255,0,5.255,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,(7.5-10.0),Medium,9.231,0,9.231,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Caste,Below 0.5,Marginal,5559.332,187.982,5747.314,126.089,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,112.489,2.647,115.136,0.044,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(1.0-2.0),Small,92.877,4.685,97.562,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(4.0-5.0),Medium,286.943,0,286.943,1.727,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(5.0-7.5),Medium,261.634,29.704,291.338,4.656,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,(7.5-10.0),Medium,35.056,0,35.056,15.644,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Caste,Below 0.5,Marginal,1396.503,38.715,1435.218,16.251,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,2012.717,4.504,2017.221,18.65,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(10.0-20.0),Large,19.525,0,19.525,30.367,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(1.0-2.0),Small,3057.591,15.512,3073.103,76.644,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,1198.782,0,1198.782,86.853,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Others,Below 0.5,Marginal,12134.186,2.848,12137.034,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(0.5-1.0),Marginal,908.752,0,908.752,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(10.0-20.0),Large,695.823,0,695.823,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(1.0-2.0),Small,2311.688,0,2311.688,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,2446.445,0,2446.445,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,20 & Above,Large,20.64,0,20.64,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,4003.63,844.202,4847.832,547.633,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(4.0-5.0),Medium,2950.079,611.231,3561.31,594.655,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(5.0-7.5),Medium,1972.701,455.748,2428.449,598.156,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,(7.5-10.0),Medium,1983.222,220.63,2203.852,378.408,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Longding,2015-16,Scheduled Tribes,Below 0.5,Marginal,116.081,71.674,187.755,32.999,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(0.5-1.0),Marginal,1.333,0,1.333,1.332,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Purnea,2015-16,Institutional,(4.0-5.0),Medium,140.053,0.771,140.824,17.062,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,367.567,0,367.567,16.015,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(4.0-5.0),Medium,212.484,2.081,214.565,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(5.0-7.5),Medium,174.255,0,174.255,5.992,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,(7.5-10.0),Medium,26.895,0,26.895,16.632,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Neemuch,2015-16,Scheduled Tribes,Below 0.5,Marginal,785.076,1.543,786.619,5.522,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(0.5-1.0),Marginal,2.372,0,2.372,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(10.0-20.0),Large,44.27,0,44.27,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(1.0-2.0),Small,14.501,0.019,14.52,2.883,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(2.0-3.0),Semi-Medium,11.89,0.08,11.97,0,2015,"Agriculture Year (Jul - Jun), 2015"
